student_id,total_active_days,Cluster_ID,Behavioral_Pattern
pjxyqwbj698,337,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj699,458,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj701,450,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj706,356,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj709,361,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj710,413,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj713,375,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj718,305,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj726,287,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj727,370,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj728,403,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj732,465,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj733,492,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj734,344,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj737,443,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj739,356,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj741,607,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj742,417,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj744,379,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj748,391,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj754,355,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj755,351,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj758,327,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj760,327,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj763,453,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj764,410,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj769,312,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj772,338,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj773,528,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj775,310,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj776,308,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj777,307,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj780,804,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj782,298,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj785,328,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj787,499,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj788,389,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj789,317,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj790,539,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj791,363,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj793,326,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj796,366,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj797,267,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj799,281,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj802,356,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj803,251,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj807,379,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj808,308,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj809,392,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj811,353,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj820,336,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj821,363,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj822,366,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj825,441,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj828,324,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj830,338,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj833,352,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj834,325,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj836,420,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj837,394,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj838,548,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj839,316,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj841,308,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj842,555,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj844,309,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj847,375,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj849,336,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj850,507,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj852,327,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj853,317,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj856,332,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj857,334,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj859,383,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj864,283,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj865,415,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj867,365,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj868,303,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj869,322,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj870,349,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj871,323,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj872,316,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj873,309,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj876,326,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj877,377,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj883,353,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj884,327,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj885,378,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj886,318,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj888,372,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj889,270,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj890,339,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj895,354,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj896,325,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj897,347,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj902,325,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj903,303,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj904,333,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj905,355,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj907,327,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj910,495,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj912,288,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj913,465,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj914,374,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj917,494,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj922,354,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj923,342,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj924,410,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj925,311,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj926,280,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj927,290,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj928,319,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj929,420,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj930,344,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj932,326,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj933,310,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj935,300,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj936,359,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj937,377,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj939,331,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj940,303,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj941,607,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj944,319,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj945,366,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj946,405,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj947,346,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj949,343,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj950,364,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj955,333,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj958,339,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj961,294,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj965,738,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj966,318,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj967,453,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbj971,332,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj977,365,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj979,358,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj985,444,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj986,327,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbj988,405,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj989,374,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj991,318,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbj993,309,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbj998,407,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk504,374,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk505,325,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk509,246,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk510,553,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbk511,408,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk513,254,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk514,292,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk519,371,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk520,321,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk521,220,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk523,409,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk527,337,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk529,324,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk531,359,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk534,493,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbk536,288,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk537,308,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk538,239,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk540,267,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk541,339,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk542,358,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk543,332,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk544,523,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbk547,604,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbk548,380,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk549,352,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk551,474,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk559,520,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk562,345,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk572,333,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk575,349,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk577,366,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk578,368,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk581,363,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk583,427,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk584,343,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk585,281,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk592,325,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk594,352,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk595,359,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk601,348,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk603,521,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk604,324,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk605,341,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk607,343,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk608,374,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk615,577,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk617,367,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk618,352,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk620,357,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk621,360,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk622,385,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk623,377,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk624,544,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk631,657,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbk632,316,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk636,383,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk638,357,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk642,380,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk644,349,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk646,508,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk647,367,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk650,338,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk652,526,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk653,313,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk656,314,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk661,265,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk662,393,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk664,370,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk665,364,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk666,501,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbk668,389,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk671,248,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk673,318,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk675,357,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk678,293,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk679,406,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk686,522,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk694,407,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk697,387,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk698,563,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk700,467,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk701,386,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk706,345,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk708,316,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk710,293,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk713,343,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk716,345,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk717,451,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk720,540,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbk721,472,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbk724,386,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk727,371,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk728,344,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk729,302,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk731,355,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk734,351,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk735,332,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk736,607,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk740,360,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk741,296,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk745,338,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk746,325,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk747,370,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk749,341,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk754,371,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk755,341,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk756,567,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbk760,548,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk761,485,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk762,328,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk764,305,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk767,342,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk769,357,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk770,377,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk772,364,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk775,375,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk777,399,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk779,349,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk781,353,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk782,325,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk787,345,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk788,332,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk791,311,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk792,339,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk793,334,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk795,311,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbk796,320,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbk799,388,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk802,309,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk804,335,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk806,313,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk807,347,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk808,489,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk810,353,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk812,336,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk813,339,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk814,321,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk815,259,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk818,363,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk824,342,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk826,486,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbk828,336,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk829,347,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk830,364,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk831,387,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk834,369,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbk835,566,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbk838,386,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk839,383,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk844,362,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk845,292,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk855,328,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk856,354,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk859,374,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbk862,415,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk864,369,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk865,317,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbk866,449,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk868,340,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk869,452,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk870,305,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk871,329,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk872,312,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk879,372,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk884,450,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk885,409,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk889,321,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk893,589,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk895,306,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk896,495,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk899,369,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk900,441,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk901,408,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk902,375,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk907,345,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk910,296,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk919,341,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk920,340,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk922,482,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk923,426,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbk925,353,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk928,419,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk931,587,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk935,612,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbk942,323,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk943,358,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk949,542,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk951,394,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk953,716,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbk954,422,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk955,459,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk956,387,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk962,376,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk964,397,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqwbk966,351,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk967,321,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqwbk971,428,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbk972,536,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk991,456,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqwbk993,376,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk996,294,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqwbk999,288,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj001,328,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj002,363,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj006,326,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj007,356,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj008,373,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj012,499,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj015,331,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj018,359,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj021,328,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj023,324,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj024,370,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj027,363,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj029,496,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj031,448,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj032,373,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj034,376,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj035,336,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj038,353,1.0,高波动不规律型 (High-Variance Irregular Pattern)
